Name,Team,total_sgp,marginal_sgp,dollar_value,player_type,position_rank,primary_position,eligible_positions,position_multiplier,adjusted_sgp,playing_time,R,HR,RBI,SB,OBP,PA,ADP,W,SV,K,ERA,WHIP,IP,overall_rank
Jonathan Aranda,TBR,11.824931233315244,3.283974450189678,11.954695295259604,Hitter,73,1B,1B,0.95,10.995491922191468,609,77,21,80.0,2.0,0.350131,609.0,194.32000732421875,,,,,,,134
Adley Rutschman,BAL,9.736541309281,3.2480896482190342,11.83499062724782,Hitter,131,C,C,1.15,10.959607120220824,566,68,19,68.0,1.0,0.340377,566.0,149.5,,,,,,,135
Freddy Peralta,NYM,14.945437896305577,5.935440346392829,11.800500374074609,Pitcher,34,SP,SP,1.0,14.567381444842919,162,75,21,,,,,57.630001068115234,11.0,0.0,177.0,3.82902,1.21816,162.0,136
Griffin Jax,TBR,11.930391605610694,5.903812764292526,11.742948837479183,Pitcher,62,RP,SP,1.25,14.535753862742617,68,23,6,,,,,162.11000061035156,5.0,12.0,88.0,2.83124,1.06423,68.0,137
Brandon Nimmo,TEX,11.157167362634816,3.209079571281256,11.704860654320255,Hitter,88,OF,OF,1.0,10.920597043283045,630,80,20,69.0,9.0,0.332336,630.0,145.60000610351562,,,,,,,138
Michael Harris II,ATL,11.0969058258384,3.1500957863138854,11.508102305106748,Hitter,90,OF,OF,1.0,10.861613258315675,581,71,22,78.0,18.0,0.309444,581.0,100.80999755859376,,,,,,,139
Tyler Soderstrom,ATH,11.087591151959243,3.1409786155556034,11.477689209899486,Hitter,92,OF,"1B,OF",1.0,10.852496087557393,588,71,26,87.0,5.0,0.324563,588.0,83.30999755859375,,,,,,,140
Tanner Bibee,CLE,14.7055492210418,5.701619841359026,11.37502588444914,Pitcher,35,SP,SP,1.0,14.333560939809116,182,85,24,,,,,185.8500061035156,11.0,0.0,170.0,3.90321,1.23394,182.0,141
Jo Adell,LAA,10.990134809689037,3.0455886829093064,11.15948708554521,Hitter,93,OF,OF,1.0,10.757106154911096,602,72,33,93.0,9.0,0.298463,602.0,120.06999969482422,,,,,,,142
Andy Pages,LAD,10.985178750631121,3.0407377093480896,11.143305188257482,Hitter,94,OF,OF,1.0,10.752255181349879,602,75,26,85.0,10.0,0.311089,602.0,136.5800018310547,,,,,,,143
TJ Friedl,CIN,10.97906910625554,3.034757610445306,11.123356750074072,Hitter,95,OF,OF,1.0,10.746275082447095,623,76,15,61.0,13.0,0.337477,623.0,263.30999755859375,,,,,,,144
Aaron Nola,PHI,14.55805716130379,5.557858707747794,11.113429088469356,Pitcher,36,SP,SP,1.0,14.189799806197884,180,89,26,,,,,214.05999755859375,11.0,0.0,177.0,4.11623,1.20953,180.0,145
Kyle Stowers,MIA,10.973668276773203,3.029471297122301,11.105722644642634,Hitter,96,OF,OF,1.0,10.74098876912409,609,73,27,84.0,4.0,0.323871,609.0,132.2100067138672,,,,,,,146
Vinnie Pasquantino,KCR,11.480369969129496,2.96358183882459,10.885928322314868,Hitter,79,1B,1B,0.95,10.67509931082638,637,74,28,94.0,1.0,0.328213,637.0,77.55999755859375,,,,,,,147
MacKenzie Gore,TEX,14.369301622576756,5.373877886875144,10.778646021217199,Pitcher,37,SP,SP,1.0,14.005818985325234,160,73,19,,,,,162.36000061035156,11.0,0.0,182.0,3.82332,1.24407,160.0,148
Adolis García,PHI,10.870347504699055,2.9283412807526084,10.768372725714181,Hitter,98,Util,Util,1.0,10.639858752754398,609,75,28,88.0,13.0,0.298059,609.0,219.75,,,,,,,149
Nolan Schanuel,LAA,11.415777984260327,2.903520546809098,10.685575620718387,Hitter,80,1B,1B,0.95,10.615038018810887,616,76,15,63.0,6.0,0.357047,616.0,545.75,,,,,,,150
Ranger Suarez,BOS,14.30057303707048,5.306887844282821,10.656746728518995,Pitcher,38,SP,SP,1.0,13.938828942732911,169,74,17,,,,,179.74000549316406,12.0,0.0,149.0,3.6148,1.26891,169.0,151
Heliot Ramos,SFG,10.835027801605271,2.89377047683446,10.653051297737296,Hitter,100,OF,OF,1.0,10.60528794883625,637,77,22,78.0,7.0,0.324804,637.0,219.0,,,,,,,152
Michael King,SDP,14.278168406185449,5.285049955925341,10.617009134067844,Pitcher,39,SP,SP,1.0,13.916991054375432,161,72,20,,,,,125.47000122070312,10.0,0.0,170.0,3.68143,1.24547,161.0,153
Spencer Torkelson,DET,11.344983171991132,2.837691513973297,10.465982865891629,Hitter,81,1B,1B,0.95,10.549208985975087,637,80,28,88.0,2.0,0.32434,637.0,181.0800018310547,,,,,,,154
Jeff Hoffman,TOR,11.334662554909112,5.177988236805003,10.42219289973217,Pitcher,70,RP,RP,1.25,13.809929335255093,63,26,8,,,,,107.55999755859376,5.0,26.0,76.0,3.38612,1.1543,63.0,155
Ezequiel Tovar,COL,9.760337637706828,2.7972059316843776,10.330930896227049,Hitter,129,SS,SS,1.1,10.508723403686167,651,81,21,76.0,9.0,0.306447,651.0,208.07000732421875,,,,,,,156
Alec Burleson,STL,10.696772327771392,2.758446494528309,10.201637008500253,Hitter,103,OF,"1B,OF",1.0,10.469963966530099,602,70,22,79.0,6.0,0.329168,602.0,177.14999389648438,,,,,,,157
Otto Lopez,MIA,9.703872456348453,2.7364112138314063,10.12813162974612,Hitter,132,SS,"2B,SS",1.1,10.447928685833196,609,67,12,65.0,16.0,0.321235,609.0,227.02999877929688,,,,,,,158
Matthew Boyd,CHC,13.87518083733213,4.892256270404268,9.902257051691558,Pitcher,40,SP,SP,1.0,13.524197368854358,167,78,22,,,,,225.7899932861328,11.0,0.0,149.0,3.8894,1.22574,167.0,159
Jorge Polanco,NYM,10.087679815982131,2.6559581542923176,9.85975598730737,Hitter,117,2B,"2B,3B",1.05,10.367475626294107,539,65,23,76.0,5.0,0.326724,539.0,214.0099945068359,,,,,,,160
Raisel Iglesias,ATL,11.027659889854103,4.803942243851429,9.741555297288508,Pitcher,74,RP,RP,1.25,13.43588334230152,66,29,8,,,,,99.08000183105467,5.0,26.0,71.0,3.61191,1.15066,66.0,161
Chandler Simpson,TBR,10.551514801133505,2.616268927018764,9.727360501934157,Hitter,105,OF,OF,1.0,10.327786399020553,455,55,1,37.0,41.0,0.327823,455.0,182.42999267578125,,,,,,,162
Ryan Pepiot,TBR,13.773332376729071,4.792984145661668,9.721615252963138,Pitcher,41,SP,SP,1.0,13.424925244111758,169,82,24,,,,,129.27999877929688,11.0,0.0,173.0,4.05122,1.2315,169.0,163
Shohei Ohtani,LAD,13.590084881953597,4.614372038493764,9.396601434661758,Pitcher,42,SP,SP,1.0,13.246313136943854,116,49,15,,,,,1.2599999904632568,8.0,0.0,138.0,3.51338,1.13306,116.0,164
Wilyer Abreu,BOS,10.423621191637858,2.4910871018907823,9.30977846176259,Hitter,107,OF,OF,1.0,10.202604573892572,518,67,21,71.0,8.0,0.331549,518.0,212.8300018310547,,,,,,,165
Kazuma Okamoto,TOR,10.418976113193448,2.4865405150845543,9.294611939047165,Hitter,108,Util,Util,1.0,10.198057987086344,560,66,25,83.0,2.0,0.329227,560.0,999.0,,,,,,,166
Blake Snell,LAD,13.490839131357117,4.517636786188039,9.22057588849497,Pitcher,43,SP,SP,1.0,13.149577884638129,132,56,15,,,,,139.50999450683594,10.0,0.0,164.0,3.54719,1.24427,132.0,167
Zac Gallen,ARI,13.442790648909348,4.470803727396532,9.135355510649857,Pitcher,44,SP,SP,1.0,13.102744825846623,182,88,23,,,,,227.55999755859375,13.0,0.0,170.0,4.02788,1.28002,182.0,168
Abner Uribe,MIL,10.751357860577333,4.467301300107833,9.12898227378214,Pitcher,79,RP,RP,1.25,13.099242398557923,72,27,6,,,,,161.67999267578125,4.0,19.0,87.0,3.1176,1.20631,72.0,169
Daniel Palencia,CHC,10.747219739562475,4.462259495067844,9.119807888388223,Pitcher,81,RP,RP,1.25,13.094200593517934,67,30,7,,,,,112.52999877929688,5.0,30.0,75.0,3.67884,1.23486,67.0,170
Ryan Walker,SFG,10.726224610642259,4.436679444019287,9.073260819460694,Pitcher,82,RP,RP,1.25,13.068620542469377,63,25,5,,,,,158.50999450683594,5.0,24.0,68.0,3.27067,1.18208,63.0,171
Victor Scott II,STL,10.301286753967146,2.371346575026177,8.910347526415382,Hitter,111,OF,OF,1.0,10.082864047027966,581,65,9,50.0,38.0,0.299328,581.0,353.3800048828125,,,,,,,172
Trent Grisham,NYY,10.257823806497264,2.32880519151861,8.76843780670448,Hitter,113,OF,OF,1.0,10.0403226635204,546,73,24,65.0,6.0,0.327491,546.0,252.1300048828125,,,,,,,173
Luis Arraez,SFG,9.755546545371745,2.3146127061270114,8.721094456350945,Hitter,130,2B,"1B,2B",1.05,10.0261301781288,623,73,6,58.0,9.0,0.34631,623.0,278.3299865722656,,,,,,,174
Ryan Helsley,BAL,10.559320188641236,4.233326387639373,8.70322681468205,Pitcher,87,RP,RP,1.25,12.865267486089463,64,26,7,,,,,85.08000183105469,4.0,26.0,75.0,3.3796,1.20142,64.0,175
Marcus Semien,NYM,10.23349672171963,2.3049939246029556,8.689008085915994,Hitter,114,Util,Util,1.0,10.016511396604745,644,82,20,75.0,9.0,0.314344,644.0,254.69000244140625,,,,,,,176
Tyler Glasnow,LAD,13.153469919490096,4.18880159038372,8.622206694631897,Pitcher,46,SP,SP,1.0,12.82074268883381,133,59,17,,,,,121.20999908447266,8.0,0.0,155.0,3.68037,1.19744,133.0,177
Kyle Bradish,BAL,13.108592055611785,4.145058946904088,8.542609830761148,Pitcher,48,SP,SP,1.0,12.777000045354178,137,60,15,,,,,72.16999816894531,8.0,0.0,145.0,3.61771,1.2048,137.0,178
Willi Castro,COL,9.694402742821193,2.2517729952910805,8.511473493980157,Hitter,134,2B,"2B,3B,OF",1.05,9.96329046729287,539,67,13,54.0,14.0,0.332337,539.0,264.07000732421875,,,,,,,179
Emmet Sheehan,LAD,13.057197649071965,4.094964601767371,8.451455011267942,Pitcher,49,SP,SP,1.0,12.726905700217461,143,67,20,,,,,115.63999938964844,9.0,0.0,162.0,3.96519,1.19913,143.0,180
Joe Musgrove,SDP,13.055073469887068,4.092894155343634,8.44768749680077,Pitcher,50,SP,SP,1.0,12.724835253793724,158,73,20,,,,,216.9600067138672,9.0,0.0,145.0,3.88984,1.21457,158.0,181
Carlos Rodón,NYY,13.010362472481734,4.0493141573200315,8.368386592826198,Pitcher,51,SP,SP,1.0,12.681255255770122,155,74,21,,,,,196.94000244140625,11.0,0.0,163.0,3.99721,1.24213,155.0,182
Miguel Vargas,CHW,10.128643053195658,2.202363514460048,8.346653147351189,Hitter,116,3B,"1B,3B",1.0,9.913880986461837,602,76,18,67.0,8.0,0.327155,602.0,293.2900085449219,,,,,,,183
Sandy Alcantara,MIA,12.952194004160207,3.9926171055520534,8.265217073280589,Pitcher,52,SP,SP,1.0,12.624558204002144,188,92,21,,,,,147.27999877929688,11.0,0.0,156.0,4.07594,1.25789,188.0,184
Ozzie Albies,ATL,10.066041386035655,2.141089217940877,8.14225410040972,Hitter,118,Util,Util,1.0,9.852606689942666,630,75,19,74.0,11.0,0.314522,630.0,157.94000244140625,,,,,,,185
Pete Fairbanks,MIA,10.285651039055923,3.899893292590974,8.09649099431656,Pitcher,94,RP,RP,1.25,12.531834391041064,62,25,6,,,,,111.8499984741211,4.0,27.0,65.0,3.37957,1.20399,62.0,186
Daulton Varsho,TOR,10.051998784798936,2.1273443681451027,8.096403974692963,Hitter,119,OF,OF,1.0,9.838861840146892,595,80,29,84.0,9.0,0.29153,595.0,202.75,,,,,,,187
Andrés Giménez,TOR,10.045950486684488,2.121424314751735,8.07665583656349,Hitter,120,Util,Util,1.0,9.832941786753524,595,68,14,66.0,20.0,0.31318,595.0,380.05999755859375,,,,,,,188
Jack Flaherty,DET,12.803854110325508,3.848029584465653,8.002116530701766,Pitcher,54,SP,SP,1.0,12.479970682915743,160,77,21,,,,,216.67999267578125,11.0,0.0,176.0,4.01241,1.26808,160.0,189
Alejandro Kirk,TOR,8.689553705054232,2.069583602018737,7.903725376691525,Hitter,164,C,C,1.15,9.781101074020526,495,52,15,63.0,1.0,0.349605,495.0,156.10000610351562,,,,,,,190
Justin Crawford,PHI,9.988407124240783,2.0651010694925667,7.888772526503409,Hitter,121,Util,Util,1.0,9.776618541494356,476,63,7,48.0,25.0,0.33106,476.0,999.0,,,,,,,191
Bryan Reynolds,PIT,9.955325518253336,2.0327209073249293,7.780758650166134,Hitter,122,OF,OF,1.0,9.744238379326719,644,73,19,76.0,5.0,0.324918,644.0,204.3999938964844,,,,,,,192
Shota Imanaga,CHC,12.658833294109938,3.706677182353909,7.744902813978617,Pitcher,57,SP,SP,1.0,12.338618280803999,147,71,26,,,,,166.8800048828125,9.0,0.0,134.0,4.04117,1.17639,147.0,193
Marcell Ozuna,PIT,9.941119372704762,2.018815980919168,7.734374540244291,Hitter,123,Util,Util,1.0,9.730333452920958,525,63,23,70.0,0.0,0.342633,525.0,352.8800048828125,,,,,,,194
Jordan Beck,COL,9.920588814465795,1.998720741122705,7.6673407577973185,Hitter,124,OF,OF,1.0,9.710238213124494,581,66,17,65.0,17.0,0.314637,581.0,232.8300018310547,,,,,,,195
J.P. Crawford,SEA,8.991096913754477,1.9689827391139811,7.568140610038383,Hitter,156,SS,SS,1.1,9.68050021111577,637,69,12,59.0,6.0,0.333675,637.0,745.469970703125,,,,,,,196
Brenton Doyle,COL,9.881647213560452,1.960604836082883,7.540193567114949,Hitter,125,Util,Util,1.0,9.672122308084672,595,69,19,70.0,21.0,0.296937,595.0,168.10000610351562,,,,,,,197
Colton Cowser,BAL,9.880246189701744,1.9592335187483219,7.535619121186371,Hitter,126,OF,OF,1.0,9.670750990750111,511,63,20,65.0,14.0,0.317221,511.0,258.07000732421875,,,,,,,198
Nick Lodolo,CIN,12.54008298151209,3.5909307510810713,7.534283331462913,Pitcher,58,SP,SP,1.0,12.222871849531161,153,76,21,,,,,124.97000122070312,9.0,0.0,156.0,4.13335,1.20175,153.0,199
Salvador Perez,KCR,8.570749959433098,1.9358561997452863,7.457636965605488,Hitter,170,C,"C,1B",1.15,9.647373671747076,618,65,27,89.0,0.0,0.299494,618.0,92.37999725341795,,,,,,,200
Colson Montgomery,CHW,8.94316965032355,1.9173805944355582,7.396005966450832,Hitter,158,SS,"3B,SS",1.1,9.628898066437348,602,71,27,87.0,3.0,0.295444,602.0,232.67999267578125,,,,,,,201
Royce Lewis,MIN,9.820289711097555,1.9005483236903586,7.339856809404155,Hitter,127,3B,3B,1.0,9.612065795692148,567,65,22,75.0,12.0,0.309021,567.0,178.02999877929688,,,,,,,202
Agustín Ramírez,MIA,8.53650570709823,1.8973103198692254,7.329055463119822,Hitter,171,C,C,1.15,9.608827791871015,481,60,18,62.0,12.0,0.306668,481.0,82.79000091552734,,,,,,,203
Isaac Paredes,HOU,9.808794548573754,1.8892968981457443,7.302324258421174,Hitter,128,3B,3B,1.0,9.600814370147534,504,61,21,68.0,1.0,0.345843,504.0,234.6499938964844,,,,,,,204
Max Muncy,LAD,9.699759268230949,1.7825735407357879,6.946316049756326,Hitter,133,Util,Util,1.0,9.494091012737577,455,60,21,62.0,3.0,0.347134,455.0,249.27999877929688,,,,,,,205
Alec Bohm,PHI,9.692237583814409,1.7752113418971422,6.921757196999168,Hitter,135,3B,"1B,3B",1.0,9.486728813898932,609,70,16,78.0,3.0,0.331045,609.0,253.8999938964844,,,,,,,206
Sal Stewart,CIN,9.687820099705574,1.7708875236438413,6.907333786526452,Hitter,136,Util,Util,1.0,9.48240499564563,504,65,18,69.0,8.0,0.327988,504.0,187.75,,,,,,,207
Masyn Winn,STL,9.675127670527264,1.7584642176153835,6.865892071870708,Hitter,137,Util,Util,1.0,9.469981689617173,644,79,15,68.0,13.0,0.312696,644.0,295.489990234375,,,,,,,208
Gavin Williams,CLE,12.145966437394268,3.206783690839581,6.835265191998442,Pitcher,59,SP,SP,1.0,11.838724789289671,168,78,21,,,,,141.4199981689453,10.0,0.0,172.0,3.85123,1.30928,168.0,209
Gabriel Moreno,ARI,8.397756288308045,1.7411317478490016,6.808074348899676,Hitter,176,C,C,1.15,9.452649219850791,456,54,11,56.0,4.0,0.351191,456.0,178.5399932861328,,,,,,,210
Lars Nootbaar,STL,9.64962215386467,1.7334995056235432,6.782614684317121,Hitter,138,Util,Util,1.0,9.445016977625333,539,66,16,58.0,6.0,0.342674,539.0,715.5700073242188,,,,,,,211
Gerrit Cole,NYY,12.063151011143233,3.1260631450726155,6.688381012582596,Pitcher,60,SP,SP,1.0,11.758004243522706,136,64,19,,,,,254.25,8.0,0.0,135.0,3.92869,1.18773,136.0,212
Chase Meidroth,CHW,9.617793369586598,1.7023456010363933,6.6786913629922235,Hitter,139,Util,Util,1.0,9.413863073038183,553,68,8,45.0,13.0,0.347825,553.0,588.1900024414062,,,,,,,213
Chase Burns,CIN,12.022779210629155,3.0867125805870437,6.616776251748843,Pitcher,61,SP,"SP,RP",1.0,11.718653679037134,115,52,16,,,,,98.3499984741211,8.0,0.0,133.0,3.74255,1.17028,115.0,214
Evan Carter,TEX,9.594085472087453,1.6791403924994395,6.601283334202412,Hitter,140,OF,OF,1.0,9.390657864501229,476,58,12,51.0,19.0,0.331026,476.0,279.3900146484375,,,,,,,215
Trevor Megill,MIL,9.567138963346999,3.024472348738513,6.5035200132675515,Pitcher,103,RP,RP,1.25,11.656413447188603,66,26,7,,,,,139.97000122070312,5.0,11.0,82.0,3.27646,1.1696,66.0,216
Robert Garcia,TEX,9.490098839269029,2.9306081808074396,6.33271887271395,Pitcher,105,RP,SP,1.25,11.56254927925753,64,27,7,,,,,242.22000122070312,5.0,20.0,70.0,3.54157,1.21468,64.0,217
Daylen Lile,WSN,9.491436069027825,1.578667509812215,6.266125484478175,Hitter,141,OF,OF,1.0,9.290184981814004,574,67,11,64.0,15.0,0.322654,574.0,204.86000061035156,,,,,,,218
Reynaldo López,ATL,11.820779679173981,2.8898227840616126,6.25850320090153,Pitcher,63,SP,SP,1.0,11.521763882511703,144,66,17,,,,,300.260009765625,9.0,0.0,145.0,3.82501,1.25567,144.0,219
Matt Wallner,MIN,9.47879269212396,1.566292215981285,6.224843929105747,Hitter,142,OF,OF,1.0,9.277809687983074,476,59,22,63.0,5.0,0.334429,476.0,392.3599853515625,,,,,,,220
Josh Lowe,LAA,9.476460194689738,1.5640091755144958,6.217228153453479,Hitter,143,Util,Util,1.0,9.275526647516285,497,59,15,56.0,21.0,0.312552,497.0,304.80999755859375,,,,,,,221
Kris Bubic,KCR,11.763130856142856,2.833632232753093,6.156255341432105,Pitcher,64,SP,SP,1.0,11.465573331203183,145,65,16,,,,,201.1499938964844,10.0,0.0,140.0,3.74553,1.28044,145.0,222
Brendan Donovan,SEA,9.439029948214708,1.527372578993278,6.095015646129578,Hitter,145,Util,Util,1.0,9.238890050995067,560,68,12,55.0,5.0,0.348508,560.0,270.8500061035156,,,,,,,223
Ramón Laureano,SDP,9.411169289410031,1.5001026619724733,6.00404854628729,Hitter,146,OF,OF,1.0,9.211620133974263,560,69,21,71.0,9.0,0.310951,560.0,222.13999938964844,,,,,,,224
Dennis Santana,PIT,9.333623002968455,2.7399611075913093,5.9858054736367565,Pitcher,110,RP,RP,1.25,11.3719022060414,68,30,7,,,,,150.14999389648438,4.0,26.0,63.0,3.72195,1.24679,68.0,225
Emilio Pagán,CIN,9.325368172252848,2.729903584634206,5.9675041726176214,Pitcher,112,RP,RP,1.25,11.361844683084296,66,32,10,,,,,112.08000183105467,3.0,27.0,71.0,4.0446,1.19264,66.0,226
Jeff McNeil,ATH,9.39969635949585,1.488872997629695,5.966588586409687,Hitter,147,Util,Util,1.0,9.200390469631484,581,66,13,64.0,4.0,0.342506,581.0,511.55999755859375,,,,,,,227
Jackson Holliday,BAL,8.531033019337475,1.4736428857288626,5.91578391733661,Hitter,172,SS,"2B,SS",1.1,9.185160357730652,448,59,13,47.0,12.0,0.330967,448.0,193.7599945068359,,,,,,,228
Merrill Kelly,ARI,11.624626117733296,2.6986310792018156,5.910598755848325,Pitcher,65,SP,SP,1.0,11.330572177651906,159,75,21,,,,,260.19000244140625,10.0,0.0,141.0,3.93627,1.27322,159.0,229
Eury Pérez,MIA,11.532926572151876,2.6092511447983195,5.7479574085140195,Pitcher,66,SP,SP,1.0,11.24119224324841,135,65,19,,,,,82.75,8.0,0.0,145.0,4.04028,1.20564,135.0,230
Robbie Ray,SFG,11.495386231908332,2.572660416598106,5.681374619276783,Pitcher,67,SP,SP,1.0,11.204601515048196,174,85,25,,,,,166.86000061035156,10.0,0.0,176.0,4.12049,1.29856,174.0,231
Edward Cabrera,CHC,11.424942338694999,2.5039984563385094,5.556433000089395,Pitcher,68,SP,SP,1.0,11.1359395547886,137,65,17,,,,,180.27999877929688,9.0,0.0,146.0,3.9213,1.24922,137.0,232
Jung Hoo Lee,SFG,9.268975829251296,1.3609241921949113,5.53977644210401,Hitter,149,OF,OF,1.0,9.0724416641967,609,68,10,64.0,9.0,0.332698,609.0,327.17999267578125,,,,,,,233
Jake Cronenworth,SDP,9.25399866219276,1.3462645925868646,5.49087489025199,Hitter,150,Util,Util,1.0,9.057782064588654,630,71,15,65.0,4.0,0.331739,630.0,738.9400024414062,,,,,,,234
Reid Detmers,LAA,11.366789840752045,2.447316970965982,5.453291806135499,Pitcher,69,SP,SP,1.0,11.079258069416072,145,71,19,,,,,334.510009765625,9.0,0.0,159.0,4.07668,1.25348,145.0,235
Brandon Pfaadt,ARI,11.268062824424335,2.351087331143084,5.2781863042267965,Pitcher,71,SP,SP,1.0,10.983028429593174,163,82,22,,,,,682.0800170898438,10.0,0.0,145.0,4.2157,1.2506,163.0,236
Noelvi Marte,CIN,9.161866225483715,1.2560856803940776,5.1900557090696,Hitter,151,3B,"3B,OF",1.0,8.967603152395867,539,65,17,66.0,15.0,0.306438,539.0,136.89999389648438,,,,,,,237
Brandon Lowe,PIT,8.72208859310959,1.2524903622057924,5.178062432069562,Hitter,163,2B,2B,1.05,8.964007834207582,546,69,23,68.0,4.0,0.309734,546.0,181.55999755859375,,,,,,,238
Nolan McLean,NYM,11.176058456938001,2.2614102855413467,5.115004314678861,Pitcher,72,SP,SP,1.0,10.893351383991437,145,67,15,,,,,89.68000030517578,10.0,0.0,140.0,3.81876,1.29394,145.0,239
Ryan O'Hearn,PIT,9.135996620015291,1.230764599531252,5.105589544790257,Hitter,152,OF,"1B,OF",1.0,8.942282071533041,546,64,15,63.0,3.0,0.340592,546.0,278.3599853515625,,,,,,,240
Shane Bieber,TOR,11.068289111041533,2.156367048894319,4.923861037939551,Pitcher,73,SP,SP,1.0,10.78830814734441,121,54,15,,,,,302.989990234375,7.0,0.0,111.0,3.69886,1.19181,121.0,241
Braxton Ashcraft,PIT,11.026925705693463,2.1160499629886633,4.850497533971346,Pitcher,75,SP,"SP,RP",1.0,10.747991061438753,151,69,16,,,,,260.30999755859375,9.0,0.0,133.0,3.83327,1.28233,151.0,242
José Soriano,LAA,11.025358143878991,2.114522053866949,4.847717254484475,Pitcher,76,SP,SP,1.0,10.74646315231704,176,82,15,,,,,344.0299987792969,11.0,0.0,164.0,3.85887,1.35799,176.0,243
Sal Frelick,MIL,9.037710894898785,1.1345628698073753,4.784679424450825,Hitter,153,OF,OF,1.0,8.846080341809165,511,60,8,53.0,15.0,0.335089,511.0,215.86000061035156,,,,,,,244
Kerry Carpenter,DET,9.027683028014815,1.124747628188766,4.75193770163535,Hitter,154,OF,OF,1.0,8.836265100190555,490,63,24,78.0,2.0,0.31396,490.0,237.8800048828125,,,,,,,245
Carlos Estévez,KCR,8.749785903363843,2.0286254988088555,4.691414483182852,Pitcher,128,RP,RP,1.25,10.660566597258946,65,32,8,,,,,102.91999816894533,4.0,31.0,58.0,4.17206,1.27496,65.0,246
Josh Bell,MIN,9.466842937100914,1.0912901714186454,4.640330181592121,Hitter,144,1B,1B,0.95,8.802807643420435,574,65,20,68.0,1.0,0.336317,574.0,641.0800170898438,,,,,,,247
Joey Ortiz,MIL,8.991905412499655,1.0897286211674082,4.63512115592825,Hitter,155,Util,Util,1.0,8.801246093169198,630,73,12,66.0,15.0,0.308706,630.0,739.780029296875,,,,,,,248
Ryne Nelson,ARI,10.896123295056542,1.9885563008508669,4.61850205170721,Pitcher,77,SP,"SP,RP",1.0,10.620497399300957,167,82,22,,,,,262.8800048828125,9.0,0.0,138.0,4.09102,1.268,167.0,249
Francisco Alvarez,NYM,7.788081675779804,1.0548722217775417,4.5188470374180385,Hitter,189,C,C,1.15,8.766389693779331,446,54,22,63.0,1.0,0.317666,446.0,173.69000244140625,,,,,,,250
Brandon Marsh,PHI,8.951729294583304,1.0504043751229108,4.50394317641979,Hitter,157,Util,Util,1.0,8.7619218471247,497,59,14,59.0,10.0,0.330775,497.0,688.4199829101562,,,,,,,251
Kyle Teel,CHW,7.781164196117368,1.0470857956787647,4.492873045645285,Hitter,190,C,C,1.15,8.758603267680554,464,57,12,49.0,6.0,0.334762,464.0,185.9199981689453,,,,,,,252
Andrew Abbott,CIN,10.81609256274894,1.9105500080326987,4.476556897583166,Pitcher,78,SP,SP,1.0,10.542491106482789,166,83,25,,,,,217.3800048828125,9.0,0.0,151.0,4.17496,1.27062,166.0,253
Mickey Moniak,COL,8.914680653216408,1.014141292369132,4.382976637836798,Hitter,159,OF,OF,1.0,8.725658764370921,483,62,21,69.0,9.0,0.307904,483.0,250.69000244140625,,,,,,,254
Cody Ponce,TOR,10.748661380246068,1.8448245496278322,4.3569587217680565,Pitcher,80,SP,SP,1.0,10.476765648077922,140,68,19,,,,,264.4700012207031,8.0,0.0,138.0,4.02975,1.2411,140.0,255
Jacob Misiorowski,MIL,10.648597263876855,1.7472916327467694,4.179481694996371,Pitcher,83,SP,SP,1.0,10.37923273119686,134,64,17,,,,,122.72000122070312,9.0,0.0,154.0,3.98298,1.28173,134.0,256
Dustin May,STL,10.626831517309508,1.7260764676322893,4.140877246904452,Pitcher,84,SP,SP,1.0,10.35801756608238,165,82,20,,,,,602.6099853515625,10.0,0.0,150.0,4.18147,1.28743,165.0,257
Christian Walker,HOU,9.303456371843158,0.9393640736647058,4.133534488283331,Hitter,148,1B,1B,0.95,8.650881545666495,595,70,27,80.0,3.0,0.305943,595.0,204.9199981689453,,,,,,,258
Spencer Horwitz,PIT,8.820315181098064,0.9217766927974864,4.074866431827856,Hitter,160,Util,Util,1.0,8.633294164799276,497,59,11,54.0,2.0,0.358821,497.0,728.4299926757812,,,,,,,259
Trey Yesavage,TOR,10.57861686460404,1.6790814419887248,4.055362143993607,Pitcher,85,SP,SP,1.0,10.311022540438815,128,59,15,,,,,151.92999267578125,7.0,0.0,140.0,3.79445,1.25632,128.0,260
Bailey Ober,MIN,10.567002478889515,1.6677608511753341,4.034762485302896,Pitcher,86,SP,SP,1.0,10.299701949625424,155,80,25,,,,,286.55999755859375,8.0,0.0,140.0,4.31541,1.22281,155.0,261
Mitch Keller,PIT,10.557110247840411,1.6581188517884549,4.017217297093211,Pitcher,88,SP,SP,1.0,10.290059950238545,175,88,22,,,,,538.3200073242188,10.0,0.0,152.0,4.19255,1.29666,175.0,262
Carlos Correa,HOU,8.761152120071747,0.8638680921360553,3.881694686784527,Hitter,161,Util,Util,1.0,8.575385564137845,567,66,18,67.0,0.0,0.331192,567.0,280.5,,,,,,,263
Bryce Miller,SEA,10.454330435607856,1.5579389346786954,3.834923622306928,Pitcher,89,SP,SP,1.0,10.189880033128786,141,69,20,,,,,245.44000244140625,8.0,0.0,125.0,4.10969,1.22621,141.0,264
Addison Barger,TOR,8.737754168262454,0.8409662573743777,3.805298653465184,Hitter,162,3B,"3B,OF",1.0,8.552483729376167,518,64,20,72.0,4.0,0.315931,518.0,199.44000244140625,,,,,,,265
